id,title,overview,genres,release_date,vote_average,vote_count,popularity,original_language
1406657,Scarlet,"After failing to avenge her father's murder, Princess Scarlet, wakes up in the ""Land of the Dead."" In this world filled with madness, if she does not achieve her revenge against her nemesis and reach the ""No End Place,"" she will become ""Void"" and cease to exist. Can Scarlet find a way to live at the end of her endless journey?","['Animation', 'Action', 'Drama', 'Science Fiction']",2025-11-21,6.8,41,32.6251,ja
1191876,From the Ashes,"Jailed for her husband's crime, a woman discovers that her only way out is to solve riddles from her mysterious past.",['Drama'],2027-06-01,0.0,0,35.4739,en
693134,Dune: Part Two,"Follow the mythic journey of Paul Atreides as he unites with Chani and the Fremen while on a path of revenge against the conspirators who destroyed his family. Facing a choice between the love of his life and the fate of the known universe, Paul endeavors to prevent a terrible future only he can foresee.","['Science Fiction', 'Adventure']",2024-02-27,8.13,7663,33.1584,en
120,The Lord of the Rings: The Fellowship of the Ring,"Young hobbit Frodo Baggins, after inheriting a mysterious ring from his uncle Bilbo, must leave his home in order to keep it from falling into the hands of its evil creator. Along the way, a fellowship is formed to protect the ringbearer and make sure that the ring arrives at its final destination: Mt. Doom, the only place where it can be destroyed.","['Adventure', 'Fantasy', 'Action']",2001-12-18,8.429,27188,31.0981,en
533533,TRON: Ares,"A highly sophisticated Program called Ares is sent from the digital world into the real world on a dangerous mission, marking humankind's first encounter with A.I. beings.","['Science Fiction', 'Adventure', 'Action']",2025-10-08,6.485,1281,33.6205,en
759584,Surrounded,"After her stagecoach is ambushed, a woman is  tasked with holding a dangerous outlaw captive and must survive the day when the bandit’s gang tries to free him.","['Western', 'Action', 'Drama']",2023-04-02,6.041,74,26.6429,en
155,The Dark Knight,"Batman raises the stakes in his war on crime. With the help of Lt. Jim Gordon and District Attorney Harvey Dent, Batman sets out to dismantle the remaining criminal organizations that plague the streets. The partnership proves to be effective, but they soon find themselves prey to a reign of chaos unleashed by a rising criminal mastermind known to the terrified citizens of Gotham as the Joker.","['Action', 'Crime', 'Thriller']",2008-07-16,8.528,35357,31.7384,en
1218925,Chainsaw Man - The Movie: Reze Arc,"In a brutal war between devils, hunters, and secret enemies, a mysterious girl named Reze has stepped into Denji's world, and he faces his deadliest battle yet, fueled by love in a world where survival knows no rules.","['Animation', 'Action', 'Romance', 'Fantasy']",2025-09-19,8.329,768,31.4742,ja
1439112,Muzzle: City of Wolves,"LAPD officer Jake Rosser endeavors to lead a peaceful life with his family and retired K-9 officer, Socks. However, tranquility dissolves into chaos when a gang targets them in a brutal attack. Alongside his new K-9 partner Argos, Jake launches into a relentless pursuit of justice, determined to protect his loved ones.","['Action', 'Thriller', 'Mystery']",2025-11-13,6.713,115,29.568,en
1611398,Un hombre por semana,A divorced woman reconstructs her life and opens herself to love. Her search for dating apps takes her through fun and unpredictable moments to discover self-love.,"['Comedy', 'Romance', 'Drama']",2026-01-08,6.333,12,36.5546,es
1417797,BIG STUDENT 学霸,"A grandfather`s unwavering determination to take the SPM examination in memory of his deceased grandchild, who tragically passed away before he could sit for his own exam.",[],2025-01-16,0.0,0,31.282,en
266417,They Learned About Women,"Jack and Jerry are doing okay between profession baseball and Vaudeville. That is, until love and gold-diggers get in the way.","['Music', 'Drama']",1930-01-30,4.0,4,32.4032,en
226674,The Adolescent,"In the summer of 1939, 13-year-old Marie goes with her parents to visit her grandparents in a small town near Avignon. Marie discovers her femininity and falls for a young Jewish doctor, but he prefers Eva, Marie's mother.",['Drama'],1979-01-24,4.3,12,27.0723,fr
269149,Zootopia,"Determined to prove herself, Officer Judy Hopps, the first bunny on Zootopia's police force, jumps at the chance to crack her first case - even if it means partnering with scam-artist fox Nick Wilde to solve the mystery.","['Animation', 'Adventure', 'Family', 'Comedy']",2016-02-11,7.76,17843,29.7453,en
1305781,Blades of the Guardians: Wind Rises in the Desert,"Dao Ma, the ""second most wanted fugitive,"" is entrusted by his benefactor, the chief of Mo family clan, to take on a mysterious escort mission-escorting the ""most wanted fugitive"" to Chang'an.","['Action', 'Drama', 'History']",2026-02-17,7.094,32,29.645,zh
315635,Spider-Man: Homecoming,"Following the events of Captain America: Civil War, Peter Parker, with the help of his mentor Tony Stark, tries to balance his life as an ordinary high school student in Queens, New York City, with fighting crime as his superhero alter ego Spider-Man as a new threat, the Vulture, emerges.","['Action', 'Adventure', 'Science Fiction']",2017-07-05,7.329,22944,32.0901,en
557,Spider-Man,"After being bitten by a genetically altered spider at Oscorp, nerdy but endearing high school student Peter Parker is endowed with amazing powers to become the superhero known as Spider-Man.","['Action', 'Science Fiction']",2002-05-01,7.322,20424,30.5952,en
1061474,Superman,"Superman, a journalist in Metropolis, embarks on a journey to reconcile his Kryptonian heritage with his human upbringing as Clark Kent.","['Science Fiction', 'Adventure', 'Action']",2025-07-09,7.348,4500,31.0539,en
19995,Avatar,"In the 22nd century, a paraplegic Marine is dispatched to the moon Pandora on a unique mission, but becomes torn between following orders and protecting an alien civilization.","['Action', 'Adventure', 'Science Fiction']",2009-12-16,7.6,33637,28.9945,en
181808,Star Wars: The Last Jedi,"Rey develops her newly discovered abilities with the guidance of Luke Skywalker, who is unsettled by the strength of her powers. Meanwhile, the Resistance prepares to do battle with the First Order.","['Adventure', 'Action', 'Science Fiction']",2017-12-13,6.8,16160,29.5988,en
597,Titanic,"101-year-old Rose DeWitt Bukater tells the story of her life aboard the Titanic, 84 years later. A young Rose boards the ship with her mother and fiancé. Meanwhile, Jack Dawson and Fabrizio De Rossi win third-class tickets aboard the ship. Rose tells the whole story from Titanic's departure through to its death—on its first and last voyage—on April 15, 1912.","['Drama', 'Romance']",1997-12-18,7.903,26909,29.7551,en
15598,Alfie,A young man leads a promiscuous lifestyle until several life reversals make him rethink his purposes and goals in life.,"['Comedy', 'Drama', 'Romance']",1966-03-29,6.5,225,24.6313,en
507787,Murdered at 17,"Pretty and popular, seventeen-year-old Brooke Emerson is the envy of her classmates--and even some of her closest friends. But while she seems to have it all, Brooke has never felt so lost. Ever since she sustained a head injury during a cheerleading stunt the previous year, she's suffered from a disorder that causes her to fly into uncontrollable, sometimes violent rages. As hard as she tries to keep it together, she finds herself in danger of jeopardizing her seemingly perfect life. It isn't until Brooke meets Jake, a handsome and charismatic stranger, that she feels like she's found someone who not only understands her, but accepts her for who she is. As tempting as it is to get swept up in the romance, she can't help but feel like something in their relationship isn't quite right. When her best friend is brutally murdered, Brooke has no choice but to depend on her new love...especially because she's worried that she might be the killer.","['Drama', 'TV Movie']",2018-07-07,5.5,10,28.761,en
1029575,The Family Plan,"Dan Morgan is many things: a devoted husband, a loving father, a celebrated car salesman. He's also a former assassin. And when his past catches up to his present, he's forced to take his unsuspecting family on a road trip unlike any other.","['Action', 'Comedy', 'Family']",2023-12-14,7.229,1829,29.5105,en
2604,Born on the Fourth of July,"Paralyzed in the Vietnam war, Ron Kovic becomes an anti-war and pro-human rights political activist after feeling betrayed by the country he fought for.","['Drama', 'War']",1989-12-20,7.0,1853,20.1725,en
1214931,Nuremberg,"In postwar Germany, an American psychiatrist must determine whether Nazi prisoners are fit to go on trial for war crimes, and finds himself in a complex battle of intellect and ethics with Hermann Göring, Hitler's right-hand man.","['History', 'Drama']",2025-11-06,7.341,754,27.6841,en
44149,I Murder Seriously,"A cop sets out to find a man who has been delivering too much of a good thing in this offbeat comedy. Police detective Martinez (Jesus Ochoa) has been handed a most unusual case -- a number of local prostitutes have been murdered, and it's up to Martinez to bring in the killer. What makes the case truly unusual, though, is the manner of death; it seems the hookers all died as a result of having orgasms so powerful they were literally fatal. Teaming up with cultural anthropologist Onofre (Daniel Giménez Cacho), Martinez hits the streets looking for clues, and eventually gets some unexpected help from Father Gorkisolo (Santiago Segura), a priest with a unusually deep knowledge of sexual matters. Asesino en Serio was the first feature film from director Antonio Urrutia; noted Mexican filmmaker Guillermo del Toro served as executive producer.","['Comedy', 'Crime', 'Drama']",2002-10-11,5.5,30,28.8523,es
1648,Bill & Ted's Excellent Adventure,"Bill and Ted are high school buddies starting a band. They are also about to fail their history class—which means Ted would be sent to military school—but receive help from Rufus, a traveller from a future where their band is the foundation for a perfect society. With the use of Rufus' time machine, Bill and Ted travel to various points in history, returning with important figures to help them complete their final history presentation.","['Adventure', 'Comedy', 'Science Fiction']",1989-02-17,6.85,2052,29.8776,en
1188990,Wecht,"The film by Brakhage commonly referred to as ""Wecht"" does indeed exist. It doesn't have a titlecard at the head, and the leader of the original is labeled ""Portrait"" in Stan's handwriting, so I'm not sure where the 'Wecht' title comes from. There is a 'by Brakhage' at the tail. The film is 102 feet long, and has only one splice edit, about a third of the way in. I'm not sure what interest there might be to see it, but the film will not be going into regular distribution, as Stan clearly didn't see it as a work he wanted to make widely available.",[],1972-01-01,0.0,0,29.2776,en
999136,Do Not Enter,"A group of young explorers investigates an old abandoned hotel, only to encounter a strange supernatural being and a competing group looking for a legendary hidden treasure.",['Horror'],2026-03-19,5.761,23,28.2415,en
1248226,Playdate,"When out-of-work accountant Brian joins stay-at-home dad Jeff for a playdate with their sons, he expects a laid-back afternoon. Instead, they're chased by mercenaries, and Brian—totally unprepared—must survive one absurd obstacle after another.","['Action', 'Comedy', 'Family']",2025-11-04,6.026,553,30.5165,en
1247293,Contrariety,"Contrariety (2021) is a short narrative film about Steve, a determined employee, who struggles with his search for identity and purpose, causing him to lose sight of his own reality.",[],,0.0,0,20.7423,en
4247,Scary Movie,"A familiar-looking group of teenagers find themselves being stalked by a more-than-vaguely recognizable masked killer! As the victims begin to pile up and the laughs pile on, none of your favorite scary movies escape the razor-sharp satire of this outrageously funny parody!",['Comedy'],2000-07-07,6.386,7609,27.1632,en
575265,Mission: Impossible - The Final Reckoning,"Ethan Hunt and team continue their search for the terrifying AI known as the Entity — which has infiltrated intelligence networks all over the globe — with the world's governments and a mysterious ghost from Hunt's past on their trail. Joined by new allies and armed with the means to shut the Entity down for good, Hunt is in a race against time to prevent the world as we know it from changing forever.","['Action', 'Thriller', 'Adventure']",2025-05-17,7.2,2650,25.9071,en
52410,Unholy Women,"Unholy Women (Kowai onna), is a composite of three unrelated half-hour horror movies. A compilation of 3 separate short horror films (Rattle Rattle, Hagane, The Inheritance) written and directed by Keita Amemiya, Takuji Suzuki, and Keisuke Toyoshima respectively.  The first segment, “Rattle Rattle”, tells the story of a young woman who is pursued by an evil other-worldly being. The second movie, “Steel”, concerns a young man who agrees to take the sister of his boss out on a blind date, drawing him into a world more frightening than he ever dreamed possible. The third and final episode, “The Inheritance”, is a supernatural tale of a woman and her young son, scarred by abuse and psychological trauma.",['Horror'],2006-11-25,5.852,27,18.0593,ja
27205,Inception,"Cobb, a skilled thief who commits corporate espionage by infiltrating the subconscious of his targets is offered a chance to regain his old life as payment for a task considered to be impossible: ""inception"", the implantation of another person's idea into a target's subconscious.","['Action', 'Science Fiction', 'Adventure']",2010-07-15,8.37,38867,28.933,en
397770,The Birth,An education documentary that takes you through the process of birthing to puberty.,['Documentary'],1981-05-16,3.8,5,29.2978,en
1137770,Plastic,"After his shot at a record deal falls through, Jun transfers to sleepy Nagoya and begins busking songs by his favourite 1970s glam rock band, Exne Kedy. The music catches the eye of fellow fan Ibuki and the pair soon fall in love over their shared musical taste. But as responsibilities mount, they drift apart… Until Exne Kedy announces a reunion tour. Part teenage romance, part fictitious vehicle for Ide Kensuke and producer Yo Ishihara’s latest project (of Boris and Ogre You Asshole fame), Daisuke Miyazaki’s Plastic is a colorful, rock-inflected coming-of-age tale.",[],2023-07-14,0.0,0,23.4173,en
872585,Oppenheimer,The story of J. Robert Oppenheimer's role in the development of the atomic bomb during World War II.,"['Drama', 'History']",2023-07-19,8.033,11498,34.1419,en
1406657,Scarlet,"After failing to avenge her father's murder, Princess Scarlet, wakes up in the ""Land of the Dead."" In this world filled with madness, if she does not achieve her revenge against her nemesis and reach the ""No End Place,"" she will become ""Void"" and cease to exist. Can Scarlet find a way to live at the end of her endless journey?","['Animation', 'Action', 'Drama', 'Science Fiction']",2025-11-21,6.78,41,32.6251,ja
1078605,Weapons,"When all but one child from the same class mysteriously vanish on the same night at exactly the same time, a community is left questioning who or what is behind their disappearance.","['Horror', 'Mystery']",2025-08-04,7.264,3088,26.5386,en
276746,The Enchanted,"Royce Hagan returns from the sea to claim and inhabit a 2000 acre ranch in one of the last wild places left in central Florida. Old family friend Booker T Robertson is welcoming but warns him not to get ""too close"" to a strange family living in the woods nearby. Royce falls in love with Twyla, the oldest daughter, and discovers the bizarre secret of the Hole in the Wall and the enchanted people who live there.","['Mystery', 'Fantasy', 'Horror']",1984-02-03,5.429,8,22.6073,en
129,Spirited Away,"A young girl, Chihiro, becomes trapped in a strange new world of spirits. When her parents undergo a mysterious transformation, she must call upon the courage she never knew she had to free her family.","['Animation', 'Family', 'Fantasy']",2001-07-20,8.534,18080,27.4352,ja
428390,Stereotype,"Marjetka is living ten years with Maks, who is a painter, and an uncompromising conceptual artist. At first, it seemed different: Max was witty, charming, talented and promising, so he hired Marjetka to reach fame and success. ""Well, it is funny today, but fame and money is not coming out of nowhere"". The film has a poet, Srecko, Max's mother, an opera singer, and Vilma, Marjetka's friend. In short, the artists themselves, or as Max says from his point of view: ""Slovenian - Country artists"". And when Marjetka a few days after her 30th birthday, full of doubts about this way of life, which is not to her liking, she realizes that Maks is not only an irreversible bohemian, but also a slacker and sarcastic, she decides to change her life. And this is very radical. Rather than leave it to him.","['Drama', 'Comedy']",1997-11-30,8.0,1,23.1799,sl
585261,Virus,"A real life account of the deadly Nipah virus outbreak in Kerala, and the courageous fight put on by several individuals which helped to contain the epidemic.","['Drama', 'Thriller']",2019-06-07,7.44,58,27.1835,ml
1198994,Send Help,"Two colleagues become stranded on a deserted island, the only survivors of a plane crash. On the island, they must overcome past grievances and work together to survive, but ultimately, it's a battle of wills and wits to make it out alive.","['Horror', 'Thriller', 'Comedy']",2026-01-22,7.1,369,29.6262,en
950396,The Gorge,"Two highly trained operatives grow close from a distance after being sent to guard opposite sides of a mysterious gorge. When an evil below emerges, they must work together to survive what lies within.","['Romance', 'Science Fiction', 'Thriller']",2025-02-13,7.62,3517,26.6958,en
1199193,Pose,"Isolated in a grand country manor, a reclusive artist spends a passionate and paranoid weekend with his ex-lover, an obsessive fan, and a potential muse. Hoping to spark a new wave of artistic brilliance over the course of a few tumultuous days, filled with chaos and revelation not all of them will make it out alive.",['Thriller'],2026-02-25,6.481,27,27.9089,en
533535,Deadpool & Wolverine,"A listless Wade Wilson toils away in civilian life with his days as the morally flexible mercenary, Deadpool, behind him. But when his homeworld faces an existential threat, Wade must reluctantly suit-up again with an even more reluctant Wolverine.","['Action', 'Comedy', 'Science Fiction']",2024-07-24,7.557,8382,27.5874,en
81471,Tintorera: Killer Shark,Two shark hunters flirt with an attractive British lady while hunting down a large tiger shark terrorizing the Mexican East coast.,"['Drama', 'Thriller', 'Horror']",1977-04-07,3.791,43,18.2471,es
496243,Parasite,"All unemployed, Ki-taek's family takes peculiar interest in the wealthy and glamorous Parks for their livelihood until they get entangled in an unexpected incident.","['Comedy', 'Thriller', 'Drama']",2019-05-30,8.493,20297,26.5272,ko
628847,Trap House,"An undercover DEA agent and his partner embark on a game of cat and mouse with an audacious, and surprising group of thieves – their own rebellious teenagers, who have begun robbing from a dangerous cartel, using their parents' tactics and top-secret intel to do it.","['Action', 'Crime', 'Thriller']",2025-11-14,6.523,241,26.3416,en
76600,Avatar: The Way of Water,"Set more than a decade after the events of the first film, learn the story of the Sully family (Jake, Neytiri, and their kids), the trouble that follows them, the lengths they go to keep each other safe, the battles they fight to stay alive, and the tragedies they endure.","['Action', 'Adventure', 'Science Fiction']",2022-12-14,7.596,13856,28.1474,en
429617,Spider-Man: Far From Home,"Peter Parker and his friends go on a summer trip to Europe. However, they will hardly be able to rest - Peter will have to agree to help Nick Fury uncover the mystery of creatures that cause natural disasters and destruction throughout the continent.","['Action', 'Adventure', 'Science Fiction']",2019-06-28,7.4,16760,27.0578,en
680,Pulp Fiction,"A burger-loving hit man, his philosophical partner, a drug-addled gangster's moll and a washed-up boxer converge in this sprawling, comedic crime caper. Their adventures unfurl in three stories that ingeniously trip back and forth in time.","['Thriller', 'Crime', 'Comedy']",1994-09-10,8.486,29856,26.6678,en
1450966,Racek,,"['Comedy', 'Drama']",2025-04-10,0.0,0,21.8509,cs
1159831,The Bride!,A lonely Frankenstein travels to 1930s Chicago to ask groundbreaking scientist Dr. Euphronious to create a companion for him. The two revive a murdered young woman and The Bride is born. But what ensues is beyond what either of them imagined.,"['Science Fiction', 'Horror', 'Fantasy']",2026-03-04,6.287,183,25.7276,en
499562,Soliloquy,"Featuring Joan Adler (who also appears in Chinese Checkers), Soliloquy is one of the four early Stephen Dwoskin films that were awarded the Solvey prize at the EXPRMNTL festival in Knokke, Belgium in 1967. “In Soliloquy a girl broods uncertainly over a failed love affair, while the camera roves over her fingers, her cigarette, her knuckles, her lips and the hand mirror in which she peers. In its dark reflection one isolated eye seems a dead thing, twitching; the split between her body and her spoken thoughts becomes a strange bilocation of consciousness; towards the end, an aeroplane drones overhead” (Raymond Durgnat)",['Drama'],1967-12-27,5.333,3,27.0295,en
1007734,Nobody 2,"Former assassin Hutch Mansell takes his family on a nostalgic vacation to a small-town theme park, only to be pulled back into violence when they clash with a corrupt operator, a crooked sheriff, and a ruthless crime boss.","['Action', 'Thriller']",2025-08-13,6.968,1354,26.021,en
8070,The Green Room,"A widower maintains a memorial room filled with his late wife's belongings. When fire destroys it, he transforms a chapel into a new shrine to preserve her memory.",['Drama'],1978-04-05,6.593,81,25.7752,fr
1633264,Louis Theroux: Inside the Manosphere,"With rare access and no holds barred, the acclaimed documentarian investigates a growing ultra-masculine network and its controversial influencers.",['Documentary'],2026-03-10,6.929,42,23.5113,en
1317672,Love Me Love Me,"After her brother's death, June moves to Milan for a fresh start, finding comfort in Will, the perfect honor student at her new international school. But when his troubled best friend James—hiding a dangerous life in clandestine MMA fights—sparks a rivalry that quickly turns into irresistible attraction, June must choose between safety and a love that upends everything she thought she wanted.","['Romance', 'Drama']",2026-02-12,5.564,181,26.2487,en
588787,Ordinary Love,An extraordinary look at the lives of a middle-aged couple in the midst of the wife's breast cancer diagnosis.,"['Drama', 'Romance']",2019-12-06,6.8,156,21.8409,en
542559,Last Summer,"During a long hot summer in the 1970s, four boys roam free through a neglected rural paradise, until a tragedy strikes that sets them against the adult world and changes their lives forever.",['Drama'],2018-06-07,6.688,16,21.697,en
519182,Despicable Me 4,"Gru and Lucy and their girls—Margo, Edith and Agnes—welcome a new member to the Gru family, Gru Jr., who is intent on tormenting his dad. Gru also faces a new nemesis in Maxime Le Mal and his femme fatale girlfriend Valentina, forcing the family to go on the run.","['Family', 'Comedy', 'Animation', 'Science Fiction', 'Action']",2024-06-20,6.988,3111,28.6912,en
434714,My Days of Mercy,The daughter of a man on death row falls in love with a woman on the opposing side of her family's political cause.,"['Romance', 'Drama']",2018-03-31,7.3,244,27.9448,en
102195,Way... Way Out,A platonically wed American couple run a lunar weather station near an unwed Soviet couple.,"['Comedy', 'Science Fiction']",1966-10-26,5.7,18,26.3031,en
671,Harry Potter and the Philosopher's Stone,"Harry Potter has lived under the stairs at his aunt and uncle's house his whole life. But on his 11th birthday, he learns he's a powerful wizard—with a place waiting for him at the Hogwarts School of Witchcraft and Wizardry. As he learns to harness his newfound powers with the help of the school's kindly headmaster, Harry uncovers the truth about his parents' deaths—and about the villain who's to blame.","['Adventure', 'Fantasy']",2001-11-16,7.898,29277,25.3874,en
